HPO编号	名称(中文)	定义(中文)
HP:0007773	玻璃体视网膜异常	发生于玻璃体或视网膜上的异常
HP:0007774	睫状体发育不全	睫状体发育不良`（FMA:58295）。
HP:0007776	下睫毛稀疏	下部睫毛密度降低或数量减少和/或直径减小。
HP:0007777	脉络膜视网膜疤痕	脉络膜视网膜疤痕形成
HP:0007778	周边和后部视网膜新生血管	周边和后部视网膜发生的新生血管
HP:0007779	眼前段发育不良	眼前段发育不良
HP:0007780	皮层粉状白内障	一种类型白内障，特征性表现为晶状体内点状，粉尘状混浊。
HP:0007782	周边视网膜视锥变性	周边部视网膜视锥细胞为主的变性
HP:0007783	蝴状视网膜色素上皮营养不良	在视网膜色素上皮细胞水平发生的一种蝶形营养不良。
HP:0007786	腔隙性视网膜色素脱失	视网膜色素脱失的一种
HP:0007787	后囊下白内障	白内障主要影响晶状体后极部紧邻后囊膜部位。
HP:0007791	视网膜色素上皮斑状萎缩	视网膜色素上皮细胞上发生的斑块状的萎缩
HP:0007792	眼球扫视范围变窄	眼球扫视范围变窄
HP:0007793	黄斑视网膜色素上皮斑驳	黄斑中心凹色素斑驳（有斑点或斑点具有不同的色调）（FMA:58637）。
HP:0007795	前皮质性白内障	一种白内障`（HP:0000518），影响晶状体（FMA:58970）皮质的前部。
HP:0007797	视网膜血管畸形	视网膜血管发育畸形
HP:0007798	黄斑营养不良	该术语已被用作中央凹的变性的一般描述。最好是提供一个精确的表型描述。
HP:0007799	结膜发白盐状沉积物	结膜上的白色沉积物（FMA:59011）。可能与钙质沉着有关。
HP:0007800	眼球轴长度增加	眼睛的异常增大，其轴向长度比人群平均值大2.5个标准偏差。
HP:0007801	渔网视网膜色素沉着	视网膜色素沉着呈渔网状
HP:0007802	颗粒状角膜营养不良	角膜的基质中央出现的细小，白浊粒状病变。这种类型的角膜营养不良的通常是无症状的，并且开始于儿童期，常伴有缓慢的进展。随着病变进展，角膜上皮和鲍曼氏层可能会受到影响。组织学上，角膜显示透明材料的均匀沉积。
HP:0007803	全色盲	完全色盲，完全不能分辨颜色。受影响的人无法感知颜色，只有灰色阴影。
HP:0007807	视神经受压	视神经受压
HP:0007808	双侧视网膜缺损	双侧视网膜缺损或发育不良
HP:0007809	点状角膜营养不良	点状角膜营养不良
HP:0007810	渐进双焦脉络膜视网膜萎缩	渐进双焦脉络膜视网膜萎缩
HP:0007811	横向摆动眼球震颤	眼球震颤由横向到往复等速的眼球运动。
HP:0007812	泡疹角膜溃疡	树状分支与羽状边缘和终端泡性的一个或多个树枝状角膜上皮溃疡的存在。泡疹角膜溃疡可以通过荧光素染色来鉴定。
HP:0007813	非肉芽肿性葡萄膜炎	一种类型的葡萄膜炎（HP:0000554），不与肉芽肿的形成有关。
HP:0007814	椒盐状视网膜病变	视网膜色素上皮细胞上的斑点（斑点或具有不同色调斑点）。
HP:0007815	视网膜小动脉和小静脉分布异常	视网膜小动脉和小静脉分布异常
HP:0007817	水平核上性凝视麻痹	核上性凝视麻痹由于大脑功能障碍无法水平扫视，有眼球运动的自愿性方面的损失，但是，由于脑干仍然完好，所有的反射共轭眼球运动是否正常。
HP:0007818	虹膜异色	虹膜中央区的颜色与周边区颜色不同。
HP:0007819	早老性白内障	早老性白内障是发生在成年早期，也就是发生的较早的一种白内障。
HP:0007820	泪点闭锁	先天性无或泪小点开口关闭。
HP:0007822	视网膜中央渗液	视网膜中央部渗液
HP:0007824	全眼肌麻痹	全部眼外肌的麻痹
HP:0007827	结节性角膜营养不良	结节性角膜营养不良
HP:0007829	弥漫性视网膜视锥变性	视网膜视锥变性
HP:0007830	成人发病夜盲症	夜间视物不清，成年后发病。
HP:0007831	非进行性限制性眼外肌麻痹	非进行性限制性眼外肌运动障碍，使受影响的个人的目光部分或完全固定在斜视位置，剩余眼球运动是显著的限制。
HP:0007832	巩膜的色素沉着	巩膜上发生的异常色素沉着
HP:0007833	前房粘连	前房部位发生粘连
HP:0007834	渐进性白内障	白内障随着年龄的增长而进展。
HP:0007835	S形睑裂	上下眼睑之间呈“S”形。
HP:0007836	马赛克角膜营养不良	马赛克角膜营养不良
HP:0007838	渐进性上睑下垂	上睑下垂逐渐加重。
HP:0007840	长上睫毛	上睫毛长度增加。
HP:0007841	玻璃体淀粉样蛋白沉积	玻璃体中可见淀粉样蛋白沉积
HP:0007843	视网膜血管窄	视网膜血管直径窄
HP:0007850	视网膜血管增生	视网膜血管数量的增加
HP:0007851	黄斑颞侧位移	黄斑向颞侧移位
HP:0007852	中心周围色素性视网膜病	色素性视网膜病发生于视网膜后极部周围
HP:0007854	青光眼视野缺损	青光眼造成的视野缺损
HP:0007856	角膜的点状混浊	角膜基质的点状混浊（透明度下降）。
HP:0007858	脉络膜视网膜漏洞	视网膜色素层的病变。
HP:0007859	先天性水平眼球震颤	出生后即出现的眼球水平眼震。
HP:0007862	视网膜钙化	钙盐沉积在视网膜。
HP:0007863	视网膜病变	视网膜病变，可能会发生由于多种原因，例如，作为降低血供应到视网膜的结果，小柳原田综合征，弥散性细菌和念珠菌感染，星形细胞错构瘤（所谓phakomas）等。
HP:0007866	局部视网膜梗死	发生于视网膜小区域内的梗死
HP:0007867	限制性部分眼外肌麻痹	一部分眼球外部肌肉纤维化，使受影响的个人的目光都部分或完全固定在斜视性地位的。
HP:0007868	年龄相关性黄斑变性	年龄相关性黄斑变性（AMD）是一种医学病症，通常影响老年人，造成中心视力下降。
HP:0007869	周边视网膜病变	周边部视网膜发生的病变
HP:0007872	脉络膜血管瘤	多种脉络膜血管瘤的存在。通常是微红或橙色，或者可以增加色素沉着使它们难以与脉络膜黑素瘤分辨。
HP:0007873	Schwalbe异常线	Schwalbe线上的异常
HP:0007874	杏仁状睑裂	上眼睑呈向下的拱形，下眼睑呈向上的拱形，偏向内侧眼角，这使眼睑的裂开轮廓呈一种杏仁形状。因此，裂缝间的最大距离是从中心点偏移至靠内侧。
HP:0007875	先天性失明	出生后即发现失明。
HP:0007876	青少年皮质性白内障	青少年皮质性白内障
HP:0007879	过敏性结膜炎	过敏性结膜炎是结膜（FMA:59011）的过敏性炎症。
HP:0007880	边缘角膜营养不良	边缘部角膜的营养不良
HP:0007881	中央角膜营养不良	角膜营养不良发生于角膜中央
HP:0007885	水平扫视减慢的眼跳	一个异常缓慢的水平位眼跳。
HP:0007886	眼外肌缺失	先天性无眼外肌（FMA:49033）。
HP:0007889	彩虹色后囊下白内障	后囊下白内障`（HP:0007787），特点是彩虹色。
HP:0007892	泪小点发育不全	泪小点发育不良。
HP:0007893	进行性视网膜变性	视网膜变性逐渐加重
HP:0007894	眼底的色素沉着不足	视网膜的色素沉着的量减少。
HP:0007898	渗出性视网膜病变	视网膜内因液体渗出而导致的病变
HP:0007899	视网膜无附着	视网膜发育过程中无附着。
HP:0007900	泪道发育不全	泪道发育不全
HP:0007901	视网膜畸形	视网膜畸形
HP:0007902	玻璃体出血	眼睛的玻璃体中的出血。
HP:0007903	色素性静脉旁脉络膜视网膜萎缩	两侧对称脉络膜视网膜萎缩，骨细胞样色素沉着主要沿着视网膜静脉。
HP:0007905	虹膜异常血管	虹膜上血管的异常
HP:0007906	眼压升高	眼内压力升高
HP:0007910	非进行性先天性视网膜营养不良	视网膜萎缩症是在出生时即发生，并没有进一步的进展。
HP:0007911	先天性双侧上睑下垂	先天性双眼上睑下垂
HP:0007913	网状视网膜营养不良	视网膜营养不良呈网格状
HP:0007915	多形性后角膜营养不良	此角膜营养不良影响角膜后弹力层，特征是角膜的深基质层有钙沉积的多形性斑块，偶尔由角膜内皮和基质水肿。
HP:0007917	牵拉性视网膜脱离	视网膜脱离由纤维或纤维血管组织牵拉相关。纤维组织在玻璃体可见，是损伤，炎症或新血管形成的结果。如果这种膜收缩，将牵引神经视网膜从下面的视网膜色素上皮细胞脱离。
HP:0007920	先天性脉络膜视网膜萎缩症	先天性脉络膜和视网膜组织萎缩
HP:0007922	视网膜神经纤维过度髓化	视网膜内的神经纤维出现髓化
HP:0007923	黄斑中心凹增生	黄斑中心凹增生
HP:0007924	视力缓慢下降	视力缓慢的下降
HP:0007925	泪管发育缺陷	先天性畸形导致无泪道的。
HP:0007928	闪光视觉诱发电位异常	视觉诱发电位检查通常在暗室中进行，由闪光刺激诱发，一般闪光灯对着至少20度视野的角度引出。
HP:0007929	周边视网膜脱离	周边部视网膜发生的网脱
HP:0007930	内眦赘皮	
HP:0007932	先天性双侧瞳孔散大	先天性两侧瞳孔的异常散大。
HP:0007933	宽眉外侧	眉外侧的宽度（高度）区域性增加
HP:0007935	青少年后囊下晶体混浊	青少年后囊下晶体混浊
HP:0007936	限制性眼外肌麻痹	眼外肌纤维化，使受影响的个人的目光都部分或完全固定在斜视的位置。剩余眼球运动是显著的限制。
HP:0007937	蜂窝视网膜变性	蜂窝视网膜变性
HP:0007939	蓝锥单色盲	单色视的一种形式，是由保留的蓝色（S）锥和视杆细胞引起的视觉。
HP:0007941	有限的眼运动	有限的眼运动
HP:0007942	内部眼肌麻痹	虹膜睫状体部分的麻痹。
HP:0007943	先天性镫骨硬化	一种先天性发病的“镫骨硬化”(===HP:0000381===)形式。
HP:0007944	眼球微小扫视运动	眼球微小扫视运动
HP:0007945	脉络膜变性	脉络膜的变性（FMA:58298）。
HP:0007946	单侧睑裂狭小	单侧上下眼睑之间睑裂的垂直距离过短。
HP:0007947	中心周围视网膜色素变性	中心周围视网膜色素变性
HP:0007948	密集的后皮质性白内障	特点是密集的晶状体混浊`（0010924 HP）。
HP:0007949	渐进性黄斑疤痕	渐进性发生的黄斑部瘢痕
HP:0007950	乳头旁脉络膜视网膜萎缩	脉络膜视网膜萎缩集中在视神经乳头（即视神经乳头）。
HP:0007956	双侧脉络膜缺损	双侧脉络膜组织发育不良或缺如
HP:0007957	角膜混浊	角膜的透明度降低。
HP:0007958	脑神经受压性视神经萎缩	视神经萎缩由脑内神经压迫所致。
HP:0007961	视网膜色素稀疏	视网膜色素上皮数量减少
HP:0007962	斑点角膜营养不良	斑点角膜营养不良
HP:0007963	大网格视网膜营养不良	大网格视网膜营养不良
HP:0007964	玻璃体视网膜变性	发生于玻璃体和视网膜上的变性改变
HP:0007965	视觉诱发电位的缺失	视觉诱发电位检测不到波形
HP:0007968	持续性原始玻璃体增生症	玻璃体血管的消退发生障碍，其在胚胎发育过程中提供原始玻璃体营养，通常在妊娠晚期消退，其消退障碍导致白内障。这种情况被称为持久性原始玻璃体增生症（PHPV）。
HP:0007970	先天性上睑下垂	先天性上睑下垂
HP:0007971	板层白内障	先天性白内障的一种`（HP:0000519），其中不透明度仅限于外部的核（即，核周区域），即晶状体的核和皮质层之间浑浊。
HP:0007973	视网膜发育不良	视网膜上的发育不良（64的mpath）。
HP:0007975	Hypometric水平扫视	水平扫视眼球运动具有小于将需要获得对对象的固定的幅度扫视冲。
HP:0007976	蔚蓝白内障	蔚蓝白内障是一种'先天性白内障`（HP:0000519），晶状体周边部存在蓝色和白色不透明区，呈放射状排列。虽然混浊可发生于胎儿发育和儿童期，通常不影响视力，成年后如果影响视力，当行晶状体摘除。
HP:0007979	凝视诱发水平眼震	水平性眼球震颤在看向右或左时变得明显。
HP:0007980	视网膜色素上皮损失	视网膜色素上皮层发生的缺如
HP:0007981	视野向心性缩小	视野周边部逐渐丧失
HP:0007982	中央退行性毯状视网膜营养不良	中央退行性毯状视网膜营养不良
HP:0007984	暗适应闪光视网膜电图b波振幅降低	B波电图的幅度的不正常的减少。
HP:0007985	视网膜动脉阻塞	视网膜小动脉堵塞，一般血流和氧气输送到视网膜的影响区域中断。
HP:0007986	视网膜血管数量增加	异常视网膜血管的产生等致血管数量增加
HP:0007987	进行性视野缺失	进行性发生的视野缺损
HP:0007988	黄斑色素减退	降低了`黄斑中心凹（FMA:58637）色素沉着的量。
HP:0007989	视网膜内的渗出液	视网膜组织本身的渗出。
HP:0007990	虹膜基质发育不全	虹膜基质的发育不良（FMA:58526）。
HP:0007992	格子样视网膜变性	格子样视网膜变性
HP:0007993	泪道畸形	泪道发育不良
HP:0007994	周边视野损失	周边视觉损失与保留中央视力，造成管状视野。
HP:0008000	角膜反射减少	遇到刺激角膜反射异常降低（通过触摸屏，异物，吹空气）。角膜反射（也称为眨眼反射，通常会导致眼睑非自愿闪烁）。
HP:0008001	黄斑色素沉着	黄斑中心凹（FMA:58658）色素沉着
HP:0008002	黄斑色素沉着异常	异常黄斑中心凹或色素沉着。
HP:0008003	急速眼追踪运动	急速眼追踪运动
HP:0008005	先天性角膜营养不良	先天性角膜营养不良
HP:0008007	原发性先天性青光眼	先天遗传性青光眼，出生后即出现
HP:0008008	渐进式的中央视力丧失	逐渐进行的中心视力下降。
HP:0008009	三排睫毛	眼睑上方的毛发共三层。
HP:0008011	角膜外围混浊	角膜周边区域的透明性减少。
HP:0008012	先天性近视	出生时即出现的近视。
HP:0008014	眼底中央小动脉微血管瘤	视网膜小动脉的微动脉瘤，发生于眼底中央部，表现为视网膜表面小圆暗红色点（不高于血管面），大小是直径小于静脉穿过视乳头时的直径。
HP:0008017	视网膜色素上皮细胞的脱色素	视网膜色素上皮细胞内的色素减少或脱失
HP:0008019	上方晶状体半脱位	晶状体在一个向上的方向上局部错位。
HP:0008020	渐进性视锥细变性	逐渐发生的视锥细胞变性
HP:0008024	先天性核性白内障	先天性核性白内障（HP:0000519），其中混浊被限制在晶状体中心部胚胎核内。剩下的晶体是透明的。
HP:0008026	水平性视动性眼球震颤	水平性视动性眼球震颤
HP:0008028	黄斑囊样变性	黄斑变性特征是多发囊肿在黄斑的存在。
HP:0008030	视网膜动脉炎	视网膜动脉上发生的炎症
HP:0008031	后Y缝白内障	一种类型的白内障`（HP:0010695），不透明部分主要位于后极部Y缝。
HP:0008033	先天性外斜视	先天性眼球外斜视
HP:0008034	虹膜异常色素沉着	在虹膜上的异常色素沉着（FMA:58235）。
HP:0008035	反常性视网膜色素变性	视网膜色素变性的一个变种，特征是黄斑区脉络膜变性与色素迁移和骨细胞样色素沉着。与经典型RP比较，此型破坏了中央视力，而周边视力完好。
HP:0008036	视网膜色素营养不良	视网膜色素上皮层的营养不良
HP:0008037	眼前房结构缺如	没有正常的眼前节前房结构
HP:0008038	泪腺发育缺陷/不全	泪腺发育不全或缺如。
HP:0008039	上皮下角膜混浊	角膜上皮下基质层的角膜混浊
HP:0008041	迟发性先天性青光眼	迟发性先天性青光眼
HP:0008043	视网膜小动脉收缩	降低视网膜小动脉直径，这可能会降低血液流动和氧气递送到视网膜的区域。
HP:0008045	闪光视觉诱发电位增强	闪光视觉诱发电位的振幅增加
HP:0008046	视网膜脉管系统的异常	视网膜动脉或静脉血管异常。
HP:0008047	眼睛脉管系统的异常	眼睛血管系统中发生的任何异常。
HP:0008048	Schwalbe线异常	在Schwalbe线（:58422 FMA）中的异常。
HP:0008049	眼外肌异常	眼外肌的异常（FMA:49033）。
HP:0008050	睑裂异常	
HP:0008051	视网膜色素上皮细胞的异常	在视网膜色素上皮的异常（FMA:58627）。大多数视网膜病变的色素异常多发生在RPE中（这是着色的），而不是在视网膜（即透明）。视网膜色素上皮的主要目的是为了给神经视网膜提供屏障和营养。
HP:0008052	视网膜褶皱异常	异常的视网膜褶皱
HP:0008053	虹膜发育缺陷/不全	虹膜缺如或发育不全（FMA:58235）。
HP:0008054	结膜的血管异常	结膜的血管任何异常。
HP:0008055	葡萄膜发育缺陷/不全	葡萄膜组织缺如或发育不良，葡萄膜是由虹膜、睫状体、脉络膜组成。
HP:0008056	眼睛发育缺陷/不全	部分或整个眼球组织发育不良或缺如
HP:0008057	眼底发育缺陷/不全	眼底部分或全部发育缺陷或缺如
HP:0008058	视神经发育缺陷/不全	视神经发育不全或缺如
HP:0008059	黄斑发育缺陷/不全	黄斑发育不全或缺如
HP:0008060	黄斑中心凹发育缺陷/不全	先天性无或中心凹发育不良（FMA:58658）。
HP:0008061	视网膜发育缺陷/不全	视网膜发育缺陷或缺如
HP:0008062	眼前节发育缺陷/不全	眼前节结构发育不全或缺如（FMA:58865）。
HP:0008063	晶状体发育缺陷/不全	晶状体缺如或发育不全。
HP:0008064	鱼鳞病	一种皮肤发育不良性疾病，表现为皮肤角化障碍所致皮肤表面覆着大量干燥鳞屑。
HP:0008065	皮肤发育缺陷/不全	
HP:0008066	皮肤的异常起疱	皮肤表面单发或多发的薄壁大疱，直径超过5mm，其内充满液体。
HP:0008067	皮肤异常松解或伸展过度	
HP:0008069	皮肤肿瘤	皮肤的新生肿物
HP:0008070	毛发稀疏	毛发密度减少。
HP:0008071	妊娠期高血压疾病	一组包括子痫前期-子痫、妊娠期高血压、妊娠合并慢性高血压和慢性高血压合并子痫前期的疾病。
HP:0008072	孕期母体男性化	孕期母体男性化改变（表现为嗓音低沉，面部多毛以及脱发）在妊娠期出现（通常起始于孕12周前），直至产后数月才逐渐恢复。
HP:0008073	孕妇血清雌三醇降低	雌三醇是雌二醇的代谢产物，测定孕妇血清雌三醇，是判断胎盘功能、预测胎儿状态及监护胎儿安全较可信的方法。
HP:0008074	跖骨骨膜增厚	
HP:0008075	渐进性高足弓	的`瘟cavus`发展（HP:0001761），它是渐进随着年龄的增长。
HP:0008076	跗骨骨质疏松	降低骨密度影响任何`跗bones`（FMA:71339）的部分或全部，脚的7骨骼包括跟骨，距骨，长方体，舟和楔状骨。
HP:0008078	跖骨皮层变薄	
HP:0008079	第五跖骨缺失	一种发育异常，特征是没有第五跖骨。
HP:0008080	拇趾内翻	由于大脚趾关节畸形引起拇趾偏离内侧拇趾内侧偏差。
HP:0008081	外翻足变形	
HP:0008082	脚内侧偏斜	
HP:0008083	第二到第五脚趾中间趾骨发育不全	第二到第五脚趾中间趾骨发育不全，泛指中间趾骨发育不良。
HP:0008087	第5跖骨未骨化	未经过骨化的年龄发生骨化，通常可见的:一`第五跖骨bone`（24506 FMA）的存在。
HP:0008089	第五跖骨异常	第五跖骨异常。
HP:0008090	脚的小关节强直	
HP:0008093	第4趾短	在`第四toe`不发达（发育不全）（FMA:25052）。
HP:0008094	脚趾间隔增加	脚趾之间的空整体增大。
HP:0008095	距骨骨溶解	`Osteolysis`（HP:0002797）影响`talus`（FMA:9708）。
HP:0008096	第2趾内侧偏离	在'第二toe`内侧偏差（FMA:25048）。
HP:0008097	跗骨部分融合	
HP:0008102	髓质空腔加宽型跖骨膨大	
HP:0008103	跗骨骨化延迟	延迟成熟任何`跗bones`（FMA:71339）的和钙化，脚七骨骼包括跟骨，距骨，长方体，舟和楔状骨。
HP:0008107	第1-2脚趾之间足底皱褶	存在于足底第1-2脚趾之间皮肤的异常深在皱褶。
HP:0008108	跗骨骨化过早	早熟（加速）成熟的任何`跗bones`（FMA:71339）的和钙化，脚七骨骼包括跟骨，距骨，长方体，舟和楔状骨。
HP:0008110	马蹄内翻变形	
HP:0008111	脚拇趾末端粗大	
HP:0008112	跖屈挛缩	
HP:0008113	足底多处折痕	
HP:0008114	跖骨骨干骨内膜硬化	骨硬化跖骨的diaphyses（轴）的内膜表面。
HP:0008115	第三脚趾屈趾畸形	第三趾向胫骨测（即朝大脚趾）弯曲。
HP:0008116	脚趾屈曲限制	限制的弯曲脚趾的能力。
HP:0008117	距骨颈短缩	
HP:0008119	跗骨变形	
HP:0008122	跟舟骨融合	用`舟bone`:在`calcaneus`（24496 FMA）的骨性愈合（FMA:24499）。
HP:0008124	仰趾内翻足	一种先天畸形，特点是足背屈、反向和内收，即空凹足合并足内翻。
HP:0008125	第2跖骨后置	
HP:0008127	跟骨二深裂	由两部分组成`calcaneus`（FMA:24496），这一发现可能是从骨化的两个主要跟骨中心推迟合并的结果。
HP:0008131	跗骨点状钙化	在一个或多个跗骨上出现异常点状（斑点、圆点状）、钙化、。
HP:0008132	内踝内旋	
HP:0008133	跖骨远端逐渐变细	
HP:0008134	跗骨骨化不规则	缺陷骨化在脚下的七个骨头包括跟骨，距骨，长方体，舟和楔状骨的不规则图案。
HP:0008138	马蹄足畸形	相对于胫骨的纵向轴线跟骨异常跖屈。这导致胫骨的长轴和脚跟骨（跟骨）大于90度的长轴之间的角度。
HP:0008141	脚趾脱臼	
HP:0008142	跟骨骨化延迟	延迟成熟和`calcaneus`（FMA:24496）的钙化。
HP:0008144	扁平的距骨圆顶	
HP:0008148	肾上腺素诱导的血小板聚集障碍	肾上腺素应答异常，表现为血小板在加入肾上腺素聚集减少或缺乏。
HP:0008150	感染期血清转氨酶升高	发生于感染期的SGOT（血清谷草转氨酶）和SGPT（血清谷丙转氨酶）水平升高。
HP:0008151	凝血酶原时间延长	测量外源凝血途径的凝血酶原时间延长。
HP:0008153	低钾性周期性麻痹	与血液中钾离子水平降低相关的发作性肌无力
HP:0008155	粘多糖尿症	尿液中粘多糖量超常。
HP:0008158	高β-载脂蛋白血症	Hyperapobetalipoproteine??mia被定义为一个正常的低密度脂蛋白（LDL）中的胆固醇增加的LDL载脂蛋白B（apoB的）蛋白质的面的组合。
HP:0008160	3羟基二羧酸尿症	
HP:0008161	白细胞碱性磷酸酶缺失	白细胞内测量到的碱性磷酸酶活性降低至可检测范围以下。
HP:0008162	无症状高氨血症	`血液 `（FMA:9670）中`氨`（16134 CHEBI）的浓度增加，没有如脑病的症状。
HP:0008163	血皮质醇水平降低	血液循环中皮质醇浓度异常降低
HP:0008165	辅助性T细胞减少	辅助性T细胞的数目减少（CL:0000912）。
HP:0008166	β-半乳糖苷酶活性降低	异常`下降rate`（PATO:0000911）`β-半乳糖苷activity`（:0004565 GO）的。
HP:0008167	极长链脂肪酸堆积	
HP:0008169	Ⅶ凝血因子活性降低	`凝血因子VII`（PR:000007301）的活性减少。 Ⅶ因子是在外源性凝血途径中起作用，外源性凝血途径起源于损伤部位组织因子（FIII）的释放。组织因子和活化的因子VII一起催化因子X的活化
HP:0008176	新生儿高非结合胆红素血症	
HP:0008178	软骨基质异常	软骨基质中存在异常的软骨组织。
HP:0008179	眼电图反应降低	眼电图（EOG）信号的异常减少，它是用于测量视网膜的静息电位的技术。
HP:0008180	肌酸磷酸激酶轻度升高	
HP:0008181	无β脂蛋白血症	血中(FMA:9670)无”低密度低密度脂蛋白胆固醇” (CHEBI:47774)。
HP:0008182	肾上腺皮质发育不全	
HP:0008185	男性性早熟	男孩9岁之前开始青春期。
HP:0008186	肾上腺皮质巨细胞症	在肾上腺皮质中存在具有嗜酸性颗粒细胞质和增大的细胞核的大的多面体细胞。
HP:0008187	第二性征缺乏	在青春期无第二性征的出现。
HP:0008188	甲状腺发育异常	
HP:0008189	胰岛素不敏感	`灵敏度降低toward`（PATO:0001550）`insulin`（PRO:000009054）。
HP:0008191	甲状腺发育缺失	先天性甲状腺缺失。
HP:0008193	原发性性腺功能不全	
HP:0008194	多发胰腺β细胞腺瘤	胰腺中存在多发的胰腺胰岛细胞腺瘤(HP:0008261).
HP:0008197	青春期发育缺失	
HP:0008198	先天性甲状旁腺功能减退症	先天性发病的甲状旁腺激素缺乏
HP:0008200	原发性甲状旁腺功能亢进症	一种由于原发性的甲状旁腺异常（例如，腺瘤，癌，增生）而导致的甲状旁腺功能亢进，通常伴随高血钙。
HP:0008202	泌乳素缺乏	指分泌泌乳素的能力低下。泌乳素是垂体前叶泌乳素细胞分泌的一种刺激乳腺发育和泌乳的蛋白质激素。
HP:0008204	性早熟伴支持细胞瘤	
HP:0008205	胰岛素依赖但非酮症性糖尿病	非酮症性糖尿病是2型糖尿病的同义词。因此，该术语是指2型糖尿病的一种形式，其患者依赖胰岛素治疗??。
HP:0008207	原发性肾上腺功能不全	由于肾上腺自身的原发性缺陷而导致的类固醇激素产生不够（主要是皮质醇）。
HP:0008208	甲状旁腺增生	甲状旁腺增生
HP:0008209	卵巢早衰	卵巢早衰的特点是年龄小于40岁女性出现闭经、雌激素低及血清促性腺激素水平升高
HP:0008211	甲状旁腺发育缺失	甲状旁腺发育缺失
HP:0008213	促性腺激素缺乏症	促性腺激素分泌能力降低，促性腺激素是由垂体前叶的促性腺激素细胞分泌的蛋白激素，包括卵泡刺激素（FSH）和黄体生成素（LH）。
HP:0008214	血清雌二醇水平降低	
HP:0008216	肾上腺发育异常	肾上腺发育异常
HP:0008220	低皮质醇血症	血中皮质醇浓度异常减少
HP:0008221	肾上腺增生	肾上腺增大
HP:0008222	女性不孕	
HP:0008223	代偿性甲状腺功能减退症	
HP:0008225	甲状腺滤泡增生	
HP:0008226	雄激素不足	雄激素活性不足
HP:0008227	垂体甲状腺激素不敏感	指垂体对甲状腺激素不敏感，因此持续分泌促甲状腺激素（TSH），直到甲状腺激素的血浓度高于正常。
HP:0008229	甲状腺淋巴管扩张	甲状腺存在淋巴管扩张。
HP:0008230	男性睾酮水平降低	
HP:0008231	大结节性肾上腺皮质增生症	
HP:0008232	卵泡刺激素水平升高	血液中卵泡刺激素浓度升高。
HP:0008233	血清孕酮水平降低	
HP:0008236	同性性早熟	
HP:0008237	下丘脑性甲状腺功能减退	促甲状腺素释放激素（GO:0008437）缺乏导致甲状腺机能减退（HP:0000821）`。
HP:0008239	肾上腺髓质发育不全	肾上腺髓质发育不全
HP:0008240	继发性生长激素缺乏症	
HP:0008242	假性醛固酮减少症	此症表现为肾小管对醛固酮的作用无反应或失敏。
HP:0008244	先天性肾上腺发育不全	一种先天性发病的肾上腺发育不全
HP:0008245	垂体性甲状腺功能减退症	一种因为“促甲状腺激素分泌”缺陷而导致的甲状腺功能低下（HP:0000821）。
HP:0008247	甲状腺功能正常的高甲状腺素血症	甲状腺生理异常的一种，特征为甲状腺素水平升高，而无临床甲状腺疾病的表现。
HP:0008249	甲状腺增生	甲状腺的增生.
HP:0008250	婴儿高钙血症	
HP:0008251	先天性甲状腺肿	一种先天性发病的甲状腺肿大
HP:0008255	新生儿暂时性糖尿病	
HP:0008256	肾上腺皮质腺瘤	肾上腺皮质腺瘤是肾上腺皮质的良性肿瘤。
HP:0008258	先天性肾上腺增生症	一种先天性发病的肾上腺增生(HP:0008221)。
HP:0008259	促肾上腺皮质激素（ACTH）受体（ACTHR）缺陷	促肾上腺皮质激素受体缺陷导致的肾上腺功能不全
HP:0008261	胰岛细胞瘤	胰腺内的一种腺瘤，来源于胰岛B细胞。
HP:0008263	甲状腺碘氧化和有机化缺陷	
HP:0008264	中性粒细胞包涵体	中性粒细胞细胞内存在包涵体（可染色的物质，通常为蛋白聚集体）。嗜中性粒细胞细胞质内含物（椭圆形，嗜碱性）也被称为Doehle小体。
HP:0008265	线粒体赖氨酸转运缺陷	
HP:0008269	与剪切应力增加相关的红细胞溶血	
HP:0008271	软骨胶原蛋白异常	软骨胶原纤维的形态异常。在软骨中，II型胶原（实际是胶原蛋白2:9:11异源复合纤维）是最重要的一类胶原蛋白。通过电镜或生化研究可确定一些这样的异常，包括软骨基质中的稀少胶原纤维.
HP:0008272	肾小管赖氨酸转运缺陷	
HP:0008273	一过性氨基酸尿	
HP:0008275	视锥细胞介导的视网膜电图异常	异常的视锥细胞介导的视网膜电图 [HP:0008275]。其中，视锥细胞是感光细胞的一种类型。
HP:0008277	锌离子稳态平衡异常	`锌离子稳态`的异常（GO:0055069）。
HP:0008278	小脑皮质萎缩	小脑皮层（FMA:72248）萎缩（缩小）。
HP:0008279	短暂性高脂血症	
HP:0008281	急性高氨血症	因`血液`（FMA:9670）中`氨`(CHEBI:16134)的浓度增加而突然发病。
HP:0008282	高非结合胆红素血症	未缀合的（间接）bilurubin的血液中的量增加。
HP:0008283	空腹高胰岛素血症	空腹状态下胰岛素水平升高，即不是由于机体进食后的反应升高。
HP:0008285	短暂性低磷血症	
HP:0008288	非酮症性高甘氨酸血症	
HP:0008290	部分补体因子H缺陷	
HP:0008291	垂体促肾上腺皮质激素腺瘤	一种生成促肾上腺皮质激素（ACTH）的垂体腺瘤。
HP:0008293	长链二羧基酸尿症	
