身高异常	HP:0000002
肾小球滤过率下降	HP:0012213
肾小球滤过率增加	HP:0012214
睾丸微小结石症	HP:0012215
肩胛上神经嵌压性神经病	HP:0012216
尿液胆色素原增高	HP:0012217
腺泡状软组织肉瘤	HP:0012218
结节性红斑	HP:0012219
非干酪性上皮样细胞肉芽肿	HP:0012220
胫前起疱	HP:0012221
蛛网膜血管瘤病	HP:0012222
脾破裂	HP:0012223
循环免疫复合物	HP:0012224
乳牙减少	HP:0012225
卵巢畸胎瘤	HP:0012226
尿道狭窄	HP:0012227
紧张型头痛	HP:0012228
脑脊液细胞增多	HP:0012229
孔源性视网膜脱离	HP:0012230
渗出性视网膜脱离	HP:0012231
QT间期缩短	HP:0012232
肌内血肿	HP:0012233
粒细胞缺乏症	HP:0012234
药物性粒细胞缺乏症	HP:0012235
汗液氯化物浓度升高	HP:0012236
尿刊酸尿症	HP:0012237
高乳糜微粒血症	HP:0012238
转铁蛋白缺乏血症	HP:0012239
肌细胞内脂滴增加	HP:0012240
上睑提肌萎缩	HP:0012241
眼上直肌萎缩	HP:0012242
生殖系统形态异常	HP:0012243
性别决定异常	HP:0012244
性反转	HP:0012245
动眼神经麻痹	HP:0012246
特定嗅觉丧失	HP:0012247
PR间期延长	HP:0012248
ST段异常	HP:0012249
ST段压低	HP:0012250
ST段抬高	HP:0012251
呼吸系统形态学异常	HP:0012252
呼吸道上皮的形态异常	HP:0012253
尤文肉瘤	HP:0012254
能动纤毛动力蛋白臂缺陷	HP:0012255
外动力蛋白臂缺失	HP:0012256
内在动力蛋白臂缺失	HP:0012257
运动纤毛轴丝异常排列	HP:0012258
内、外动力蛋白臂缺如	HP:0012259
运动纤毛的中央成对微管形态异常	HP:0012260
呼吸运动纤毛生理异常	HP:0012261
纤毛运动障碍	HP:0012262
不动纤毛	HP:0012263
运动纤毛细胞中央成对微管形态缺失	HP:0012264
纤毛运动异常	HP:0012265
T波交替	HP:0012266
纤毛轴丝径向轮辐缺失	HP:0012267
粘液样脂肪肉瘤	HP:0012268
肌糖原含量异常	HP:0012269
肌糖原含量减少	HP:0012270
阵发性上气道阻塞	HP:0012271
J波	HP:0012272
颈动脉内膜及中膜增厚	HP:0012273
父源印记基因常染色体显性遗传	HP:0012274
母源印记基因常染色体显性遗传	HP:0012275
手指屈肌腱鞘炎	HP:0012276
低甘氨酸血症	HP:0012277
丝氨酸代谢异常	HP:0012278
低丝氨酸血症	HP:0012279
肝淀粉样变性	HP:0012280
乳糜腹水	HP:0012281
麻疹样皮疹	HP:0012282
股骨远端骨骺小	HP:0012283
胫骨近端骨骺小	HP:0012284
下丘脑生理异常	HP:0012285
下丘脑形态异常	HP:0012286
下丘脑促黄体生成素释放激素缺乏	HP:0012287
头颈部肿瘤	HP:0012288
面部肿瘤	HP:0012289
口腔肿瘤	HP:0012290
牙龈融合	HP:0012292
外阴色素沉着异常	HP:0012293
枕骨形态异常	HP:0012294
中节指骨细长	HP:0012295
末节指骨细长	HP:0012296
近节指骨细长	HP:0012297
中节指骨长	HP:0012298
末节指骨长	HP:0012299
输尿管未发育	HP:0012300
II型转铁蛋白异构体谱	HP:0012301
单纯疱疹病毒性脑炎	HP:0012302
主动脉弓形态异常	HP:0012303
主动脉弓发育不全	HP:0012304
降主动脉弓缩窄	HP:0012305
肋骨骨化异常	HP:0012306
铲状肋骨	HP:0012307
血清补体C9降低	HP:0012308
皮肤淀粉样变	HP:0012309
单核细胞计数异常	HP:0012310
单核细胞增多症	HP:0012311
单核细胞减少症	HP:0012312
Heberden结节	HP:0012313
Bouchard结节	HP:0012314
组织细胞瘤	HP:0012315
纤维组织瘤	HP:0012316
骶髂关节炎	HP:0012317
枕神经痛	HP:0012318
腹部色素缺失	HP:0012319
四肢色素缺失	HP:0012320
D-2-羟基戊二酸尿症	HP:0012321
毛囊周炎	HP:0012322
睡眠肌阵挛	HP:0012323
髓系白血病	HP:0012324
慢性粒单核细胞白血病	HP:0012325
腹腔动脉形态异常	HP:0012326
腹腔动脉压迫	HP:0012327
牙骨质瘤	HP:0012328
丛状血管病	HP:0012329
肾盂肾炎	HP:0012330
自主神经系统的形态异常	HP:0012331
自主神经系统生理功能异常	HP:0012332
排汗调控异常	HP:0012333
肝外胆汁淤积	HP:0012334
叶酸代谢异常	HP:0012335
内稳态平衡的失常	HP:0012337
能量消耗异常	HP:0012338
静息能量消耗增加	HP:0012339
静息能量消耗降低	HP:0012340
泌乳素微腺瘤	HP:0012341
泌乳素大腺瘤	HP:0012342
血清铁蛋白降低	HP:0012343
局限性硬皮病	HP:0012344
糖基化异常	HP:0012345
蛋白质糖基化异常	HP:0012346
蛋白质N-联糖基化异常	HP:0012347
N-联蛋白糖基的半乳糖基化降低	HP:0012348
N-联蛋白糖基的唾液酸化异常	HP:0012349
N-联蛋白糖基的唾液酸化降低	HP:0012350
N-联蛋白糖基的唾液酸化增高	HP:0012351
蛋白质的N-联糖基的岩藻糖基化异常	HP:0012352
N-联蛋白糖基的岩藻糖基化降低	HP:0012353
N-联蛋白糖基的岩藻糖基化增高	HP:0012354
N-联蛋白糖基的甘露糖基化异常	HP:0012355
N-联蛋白糖基的甘露糖基化降低	HP:0012356
N-联蛋白糖基的甘露糖基化增高	HP:0012357
蛋白质O-联糖基化异常	HP:0012358
O联蛋白糖基的岩藻糖基化异常	HP:0012359
O-联蛋白糖基的岩藻糖基化降低	HP:0012360
O-联蛋白糖基的岩藻糖基化增高	HP:0012361
O-联蛋白糖基的唾液酸化异常	HP:0012362
O联蛋白糖基的唾液酸化降低	HP:0012363
尿钾降低	HP:0012364
低磷酸盐尿	HP:0012365
颅底凹陷	HP:0012366
多囟门	HP:0012367
扁平脸	HP:0012368
颧骨异常	HP:0012369
颧骨突出	HP:0012370
中面部肥大	HP:0012371
眼部形态异常	HP:0012372
眼部生理异常	HP:0012373
球结膜水肿	HP:0012375
小晶状体	HP:0012376
偏盲	HP:0012377
疲乏	HP:0012378
酶/辅酶活性异常	HP:0012379
肉毒碱棕榈酰转移酶活性降低	HP:0012380
学步期自我喂饭能力发育落后	HP:0012381
左向右分流	HP:0012382
双向分流	HP:0012383
鼻炎	HP:0012384
指（趾）关节屈曲	HP:0012385
拇趾缺失	HP:0012386
支气管炎	HP:0012387
急性支气管炎	HP:0012388
四肢肌张力低下	HP:0012389
肛裂	HP:0012390
上肢反射减弱	HP:0012391
下颌反射减弱	HP:0012392
过敏	HP:0012393
碘造影过敏	HP:0012394
季节性过敏	HP:0012395
胆囊运动障碍	HP:0012396
早发冠状动脉粥样硬化	HP:0012397
周围性水肿	HP:0012398
褥疮、压疮	HP:0012399
醛缩酶水平异常	HP:0012400
尿α-酮戊二酸盐浓度异常	HP:0012401
尿α-酮戊二酸浓度增高	HP:0012402
尿α-酮戊二酸盐浓度降低	HP:0012403
尿柠檬酸盐浓度异常	HP:0012404
低枸橼酸尿	HP:0012405
高枸橼酸尿	HP:0012406
剪刀步态	HP:0012407
肾髓质钙化症	HP:0012408
肾皮质钙化	HP:0012409
纯红细胞再生障碍性贫血	HP:0012410
阴毛早现	HP:0012411
肾上腺功能早现	HP:0012412
乳中切牙缺口	HP:0012413
十二指肠萎缩	HP:0012414
血气水平异常	HP:0012415
高碳酸血症	HP:0012416
低碳酸血症	HP:0012417
低氧血症	HP:0012418
高氧血症	HP:0012419
羊水污染、羊水混浊	HP:0012420
先天性包皮缺如	HP:0012421
脉络丛绒毛状肥大	HP:0012422
结肠无力	HP:0012423
脉络膜视网膜炎	HP:0012424
粪性溃疡	HP:0012425
视盘玻璃疣	HP:0012426
股骨前倾角过大	HP:0012427
跟骨突出	HP:0012428
脑白质发育缺陷/发育不全	HP:0012429
脑白质发育不良	HP:0012430
情景疲劳	HP:0012431
慢性疲劳	HP:0012432
社会行为异常	HP:0012433
社交发育迟缓	HP:0012434
腹侧包皮短缩	HP:0012435
非闭塞性冠状动脉硬化	HP:0012436
胆囊形态异常	HP:0012437
胆囊生理功能异常	HP:0012438
胆道生理功能异常	HP:0012439
胆道形态异常	HP:0012440
Oddi括约肌运动障碍	HP:0012441
胆囊运动障碍	HP:0012442
脑形态学异常	HP:0012443
脑萎缩	HP:0012444
脑脊液5-甲基四氢叶酸降低	HP:0012446
髓鞘异常	HP:0012447
髓鞘化延迟	HP:0012448
骶髂关节滑膜炎	HP:0012449
慢性便秘	HP:0012450
急性便秘	HP:0012451
不宁腿	HP:0012452
双侧腕关节弯曲挛缩	HP:0012453
单侧腕关节屈曲挛缩	HP:0012454
动脉中膜钙化	HP:0012456
中型动脉内侧钙化	HP:0012457
小动脉中膜钙化	HP:0012458
睡眠性头痛	HP:0012459
小脑蚓部畸形	HP:0012460
菌尿	HP:0012461
下颌肌阵挛	HP:0012462
转铁蛋白饱和度升高	HP:0012463
转铁蛋白饱和度降低	HP:0012464
肝内铁浓度升高	HP:0012465
慢性呼吸性酸中毒	HP:0012466
急性呼吸性酸中毒	HP:0012467
慢性酸中毒	HP:0012468
婴儿痉挛	HP:0012469
落日眼现象	HP:0012470
厚红唇缘	HP:0012471
唇外翻	HP:0012472
舌萎缩	HP:0012473
颈动脉闭塞	HP:0012474
特异性抗体水平降低	HP:0012475
特异性肺炎球菌抗体水平降低	HP:0012476
声音震颤	HP:0012477
颞下颌关节强直	HP:0012478
颞下颌关节弹响	HP:0012479
脑静脉形态异常	HP:0012480
脑静脉血管瘤	HP:0012481
额部静脉血管瘤	HP:0012482
α颗粒异常	HP:0012483
致密颗粒异常	HP:0012484
表面连接开放管道系统异常	HP:0012485
脊髓炎	HP:0012486
桥小脑角蛛网膜囊肿	HP:0012487
脑室内蛛网膜囊肿	HP:0012488
鞍上蛛网膜囊肿	HP:0012489
脂膜炎	HP:0012490
致密管道系统异常	HP:0012491
脑动脉狭窄	HP:0012492
大脑中动脉狭窄	HP:0012493
大脑前动脉狭窄	HP:0012494
大脑后动脉狭窄	HP:0012495
最大吸气压降低	HP:0012496
最大呼气压降低	HP:0012497
脐带绕颈	HP:0012498
降主动脉夹层	HP:0012499
疣状丘疹	HP:0012500
脑干白质异常	HP:0012501
内囊异常	HP:0012502
垂体异常	HP:0012503
脑垂体大小异常	HP:0012504
垂体增大	HP:0012505
垂体缩小	HP:0012506
眼轮匝肌无力	HP:0012507
视物变形	HP:0012508
甲状腺素结合球蛋白降低	HP:0012509
轴外脑脊液蓄积	HP:0012510
颞侧视盘苍白	HP:0012511
弥漫性视神经乳头苍白	HP:0012512
上肢疼痛	HP:0012513
下肢疼痛	HP:0012514
屈髋无力	HP:0012515
法洛四联症伴肺动脉闭锁	HP:0012516
过氧化氢酶活性降低	HP:0012517
Willis环形态异常	HP:0012518
后交通动脉发育不全	HP:0012519
血管周围间隙	HP:0012520
视神经发育缺陷	HP:0012521
蜘蛛痣	HP:0012522
口服厌恶	HP:0012523
血小板形状异常	HP:0012524
α颗粒分布异常	HP:0012525
α颗粒缺失	HP:0012526
α颗粒内容物异常	HP:0012527
α颗粒数量异常	HP:0012528
致密颗粒含量异常	HP:0012529
致密颗粒数量异常	HP:0012530
疼痛	HP:0012531
慢性疼痛	HP:0012532
痛觉过敏	HP:0012533
感觉障碍	HP:0012534
突触传递异常	HP:0012535
母体抗心磷脂抗体阳性	HP:0012536
食物不耐受	HP:0012537
麸质不耐受	HP:0012538
非霍奇金淋巴瘤	HP:0012539
腋窝表皮样囊肿	HP:0012540
胎头血肿	HP:0012541
甲肥厚	HP:0012542
含铁血黄素尿症	HP:0012543
醛缩酶水平升高	HP:0012544
醛缩酶水平降低	HP:0012545
母亲X染色体偏向性失活	HP:0012546
不自主眼球运动异常	HP:0012547
骨骼肌脂肪浸润	HP:0012548
结膜脂肪瘤	HP:0012549
结肠静脉曲张	HP:0012550
中性粒细胞特定颗粒缺乏	HP:0012551
中性粒细胞核突起增加	HP:0012552
拇指甲发育不全	HP:0012553
拇指甲缺失	HP:0012554
拇趾甲缺失	HP:0012555
高β丙氨酸血症	HP:0012556
脑电图伴中央颞区棘波	HP:0012557
T3/T4比值异常	HP:0012558
T3/T4比值升高	HP:0012559
T3/T4比值降低	HP:0012560
单瓣主动脉瓣	HP:0012561
手干骺端过早融合	HP:0012562
足干骺端过早融合	HP:0012563
胫骨干骺端过早融合	HP:0012564
腓骨干骺端过早融合	HP:0012565
桡骨干骺端过早融合	HP:0012566
尺骨干骺端过早融合	HP:0012567
下眼睑浮肿	HP:0012568
月经初潮延迟	HP:0012569
滑膜肉瘤	HP:0012570
输尿管分叉	HP:0012571
双重输尿管	HP:0012572
全近端肾小管病	HP:0012573
肾小球系膜增生	HP:0012574
肾单位形态异常	HP:0012575
C3肾小球病	HP:0012576
肾小球基底膜变薄	HP:0012577
膜性肾病	HP:0012578
微小病变性肾小球肾炎	HP:0012579
磷酸钙肾结石	HP:0012580
单纯性肾囊肿	HP:0012581
双侧肾发育不良	HP:0012582
单侧肾发育不良	HP:0012583
双侧肾发育不良	HP:0012584
肾萎缩	HP:0012585
双侧肾萎缩	HP:0012586
肉眼血尿	HP:0012587
激素耐受性肾病综合征	HP:0012588
多药耐受型肾病综合征	HP:0012589
尿分泌量异常	HP:0012590
尿电解质浓度异常	HP:0012591
蛋白尿	HP:0012592
肾性蛋白尿排泄增高	HP:0012593
微量白蛋白尿	HP:0012594
轻度蛋白尿	HP:0012595
中度蛋白尿	HP:0012596
严重蛋白尿	HP:0012597
尿钾浓度异常	HP:0012598
尿磷酸盐浓度异常	HP:0012599
尿液中氯离子浓度异常	HP:0012600
低氯化物尿	HP:0012601
肾源性氯化物丢失	HP:0012602
尿钠浓度异常	HP:0012603
低钠尿	HP:0012604
高钠尿症	HP:0012605
肾源性钠流失	HP:0012606
尿中镁离子浓度异常	HP:0012607
高镁尿症	HP:0012608
低镁尿症	HP:0012609
尿中尿酸浓度异常	HP:0012610
尿中尿酸盐增高	HP:0012611
尿中硫酸盐浓度异常	HP:0012612
尿中硫酸盐增高	HP:0012613
尿液细胞学异常	HP:0012614
管型尿	HP:0012615
白细胞管型尿	HP:0012616
红细胞管型尿	HP:0012617
脐尿管囊肿	HP:0012618
多发性膀胱憩室症	HP:0012619
泄殖腔畸形	HP:0012620
泄殖腔遗存	HP:0012621
慢性肾病	HP:0012622
慢性肾病1期	HP:0012623
慢性肾病2期	HP:0012624
慢性肾病3期	HP:0012625
慢性肾病4期	HP:0012626
假性囊膜剥脱	HP:0012627
晶状体悬韧带形态异常	HP:0012628
晶状体颤抖	HP:0012629
小梁网形态异常	HP:0012630
小梁网色素沉积	HP:0012631
眼内压异常	HP:0012632
眼压不对称	HP:0012633
虹膜色素播散	HP:0012634
虹膜灌注不足	HP:0012635
视网膜静脉阻塞	HP:0012636
肾源性钙流失	HP:0012637
神经系统生理功能异常	HP:0012638
神经系统形态异常	HP:0012639
颅内压异常	HP:0012640
颅内压降低	HP:0012641
小脑发育不全	HP:0012642
中心凹脱色素改变	HP:0012643
尾状核乳酸水平升高	HP:0012644
周围神经增粗	HP:0012645
睾丸回缩	HP:0012646
异常炎性反应	HP:0012647
炎症反应减弱	HP:0012648
炎症反应增强	HP:0012649
外侧裂周区多小脑回	HP:0012650
行走不稳	HP:0012651
运动诱发的哮喘	HP:0012652
哮喘持续状态	HP:0012653
脑脊液多巴胺水平异常	HP:0012654
脑脊液多巴胺水平增加	HP:0012655
脑脊液多巴胺水平降低	HP:0012656
脑部正电子发射断层扫描异常	HP:0012657
脑FDG正电子发射断层扫描异常	HP:0012658
FDG PET前额叶代谢减少	HP:0012659
FDG PET丘脑代谢减退	HP:0012660
FDG PET下丘脑代谢减退	HP:0012661
FDG PET顶叶低代谢	HP:0012662
射血分数轻度降低	HP:0012663
射血分数降低	HP:0012664
射血分数中度降低	HP:0012665
射血分数严重降低	HP:0012666
区域性左室壁运动异常	HP:0012667
血管迷走神经性晕厥	HP:0012668
颈动脉窦性晕厥	HP:0012669
直立性晕厥	HP:0012670
意志力丧失	HP:0012671
运动不能缄默症	HP:0012672
阴道上段发育不全	HP:0012673
阴道下段发育不全	HP:0012674
脑内铁累积	HP:0012675
大脑铜积聚	HP:0012676
苍白球铁累积	HP:0012677
黑质铁累积	HP:0012678
椎弓根间距增加	HP:0012679
松果体异常	HP:0012680
松果体形态异常	HP:0012681
松果体钙化	HP:0012682
松果体囊肿	HP:0012683
松果体体积异常	HP:0012684
松果体体积减小	HP:0012685
松果体体积增加	HP:0012686
松果体发育缺失	HP:0012687
松果体生理异常	HP:0012688
松果体褪黑素分泌异常	HP:0012689
丘脑T2序列低信号	HP:0012690
丘脑局灶性T2低信号病变	HP:0012691
丘脑局灶性T2高信号病变	HP:0012692
丘脑大小异常	HP:0012693
丘脑体积增大	HP:0012694
丘脑体积减少	HP:0012695
丘脑核磁共振信号强度异常	HP:0012696
小基底神经节	HP:0012697
小脑胶质细胞增生	HP:0012698
下肢骨干异常	HP:0012699
大肠生理功能异常	HP:0012700
排便紧迫感	HP:0012701
里急后重	HP:0012702
蛛网膜下腔形态异常	HP:0012703
蛛网膜下腔增宽	HP:0012704
通过MRS发现的脑代谢异常	HP:0012705
MRS发现脑胆碱水平升高	HP:0012706
MRS发现乳酸水平升高	HP:0012707
通过MRS发现N-乙酰天门冬氨酸水平降低	HP:0012708
磁共振脑胆碱/肌酐比值异常	HP:0012709
嵌甲	HP:0012710
椎体骨骺骨化延迟	HP:0012711
轻度听力损失	HP:0012712
中度听力损失	HP:0012713
重度耳聋	HP:0012714
极重度听力损失	HP:0012715
中度传导性听力损失	HP:0012716
重度传导性耳聋	HP:0012717
胃肠道形态异常	HP:0012718
胃肠道功能异常	HP:0012719
鼻肿瘤	HP:0012720
静脉畸形	HP:0012721
心脏传导阻滞	HP:0012722
窦房传导阻滞	HP:0012723
上眼睑水肿	HP:0012724
皮肤性并指畸形	HP:0012725
阵发性低钾血症	HP:0012726
胸主动脉瘤	HP:0012727
梭形胸降主动脉瘤	HP:0012728
囊状胸降主动脉瘤	HP:0012729
无舌畸形	HP:0012730
异位垂体前叶腺	HP:0012731
肛肠异常	HP:0012732
斑疹	HP:0012733
酮症性低血糖症	HP:0012734
咳嗽	HP:0012735
严重的全脑发育迟缓	HP:0012736
小肠息肉	HP:0012737
犬齿发育不全	HP:0012738
小肠发育不全	HP:0012739
乳头状瘤	HP:0012740
单侧隐睾	HP:0012741
薄指甲	HP:0012742
腹型肥胖	HP:0012743
股骨发育不全	HP:0012744
短睑裂	HP:0012745
薄趾甲	HP:0012746
脑干核磁共振信号强度异常	HP:0012747
脑干局灶性T2高信号病变	HP:0012748
脑干局灶性T2低信号病变	HP:0012749
脑干T2序列低信号	HP:0012750
核磁共振基底节异常信	HP:0012751
基底节局灶性T2低信号病变	HP:0012752
基底节T2序列低信号	HP:0012753
中枢神经系统髓鞘形成增多	HP:0012754
脑干扩大	HP:0012755
脑脊液多形核细胞增多	HP:0012756
神经元形态异常	HP:0012757
神经发育延迟	HP:0012758
神经发育异常	HP:0012759
社会交互作用障碍	HP:0012760
乳突缺如	HP:0012761
脑白质萎缩	HP:0012762
突发性呼吸困难	HP:0012763
端坐式呼吸	HP:0012764
增宽的小脑蛛网膜下腔	HP:0012765
脑蛛网膜下腔扩大	HP:0012766
胎盘大小异常	HP:0012767
新生儿窒息	HP:0012768
臂展异常	HP:0012769
臂展降低	HP:0012770
臂展增加	HP:0012771
上下身比例异常	HP:0012772
上下身比例减小	HP:0012773
上下身比例增大	HP:0012774
星状虹膜	HP:0012775
睫状体形态异常	HP:0012776
视网膜肿瘤	HP:0012777
视网膜星形细胞错构瘤	HP:0012778
一过性听力障碍	HP:0012779
耳部肿瘤	HP:0012780
中频听力损失	HP:0012781
肾小叶周围性肾源残余	HP:0012782
肾小叶内型肾残余	HP:0012783
肾周围炎	HP:0012784
手指屈曲挛缩	HP:0012785
复发性膀胱炎	HP:0012786
复发性肾盂肾炎	HP:0012787
口腔黏膜网状色素沉着	HP:0012788
跟骨发育低下	HP:0012789
膜内骨化异常	HP:0012790
肱骨骨化异常	HP:0012791
胸椎椎体未骨化	HP:0012792
脑干扭结	HP:0012793
脑室周围白质低密度	HP:0012794
视盘异常	HP:0012795
杯盘比增大	HP:0012796
淋巴管瘤	HP:0012797
肺淋巴管肌瘤病	HP:0012798
单侧面神经麻痹	HP:0012799
额外颅缝	HP:0012800
窄下颌	HP:0012801
宽下颌	HP:0012802
屈光参差	HP:0012803
角膜溃疡	HP:0012804
虹膜透光缺陷	HP:0012805
管状鼻	HP:0012806
鼻小柱高插入	HP:0012807
鼻基异常	HP:0012808
鼻基狭窄	HP:0012809
宽鼻底	HP:0012810
宽鼻嵴	HP:0012811
鼻旁组织丰满	HP:0012812
单侧乳房发育不良	HP:0012813
双侧乳房发育不良	HP:0012814
女性外生殖器发育不良	HP:0012815
右室心肌致密化不全	HP:0012816
心肌致密化不全	HP:0012817
双心室心肌致密化不全	HP:0012818
心肌炎	HP:0012819
双侧声带麻痹	HP:0012820
单侧声带麻痹	HP:0012821
双侧声带麻痹	HP:0012822
临床调节因素	HP:0012823
严重程度	HP:0012824
轻度	HP:0012825
中度	HP:0012826
正常范围界限	HP:0012827
重度	HP:0012828
非常严重	HP:0012829
位置	HP:0012830
偏侧性	HP:0012831
双侧	HP:0012832
单侧	HP:0012833
右侧	HP:0012834
左侧	HP:0012835
病变分布	HP:0012836
全身性	HP:0012837
局部性	HP:0012838
远端	HP:0012839
近端	HP:0012840
视网膜血管迂曲	HP:0012841
皮肤附属器肿瘤	HP:0012842
毛囊瘤	HP:0012843
毛根鞘瘤	HP:0012844
单发性毛根鞘瘤	HP:0012845
多发性毛根鞘瘤	HP:0012846
部分性癫痫发作持续状态	HP:0012847
小肠狭窄	HP:0012848
小肠出血	HP:0012849
小肠动力障碍	HP:0012850
结肠狭窄	HP:0012851
肝桥接性纤维化	HP:0012852
阴囊型尿道下裂	HP:0012853
中段尿道下裂	HP:0012854
阴囊色素沉着	HP:0012855
阴囊褶皱异常	HP:0012856
阴囊褶皱增加	HP:0012857
阴囊褶皱减少	HP:0012858
食管白斑	HP:0012859
睾丸纤维化	HP:0012860
卵睾（两性生殖腺）	HP:0012861
生殖细胞形态异常	HP:0012862
男性生殖细胞形态异常	HP:0012863
精子形态异常	HP:0012864
精子头部形态异常	HP:0012865
精子颈部形态异常	HP:0012866
精子中段形态异常	HP:0012867
精子尾部形态异常	HP:0012868
无头精子	HP:0012869
睾丸消失	HP:0012870
精索静脉曲张	HP:0012871
输精管形态异常	HP:0012872
输精管缺如	HP:0012873
男性生殖系统生理机能异常	HP:0012874
射精异常	HP:0012875
早泄	HP:0012876
逆行射精	HP:0012877
射精延迟	HP:0012878
不射精症	HP:0012879
小阴唇形态异常	HP:0012880
大阴唇形态异常	HP:0012881
大阴唇增生	HP:0012882
输卵管囊肿	HP:0012883
输卵管扭转	HP:0012884
输卵管重复	HP:0012885
出血性卵巢囊肿	HP:0012886
卵巢浆液性囊腺瘤	HP:0012887
宫颈异常	HP:0012888
宫颈子宫内膜异位症	HP:0012889
肛门后置	HP:0012890
后发际线高	HP:0012891
面部肌肉肥大	HP:0012892
颈部肌肉肥大	HP:0012893
椎旁肌肥大	HP:0012894
肩胛肌肥大	HP:0012895
运动诱发电位异常	HP:0012896
下肢运动诱发电位异常	HP:0012898
抓握性肌强直	HP:0012899
面部肌强直	HP:0012900
下颌肌强直	HP:0012901
下肢肌强直	HP:0012902
上肢肌强直	HP:0012903
冷敏性肌强直	HP:0012904
睑外翻	HP:0012905
睫状体缺损	HP:0020006
弥漫性	HP:0020034
下肢距辨不良症	HP:0020035
上肢距辨不良	HP:0020036
站立不能	HP:0020037
椎基底动脉扩张延长症	HP:0020038
双下转肌麻痹	HP:0020041
双上转肌麻痹	HP:0020042
垂直性斜视	HP:0020043
水平非同步斜视	HP:0020044
内斜视	HP:0020045
调节性内斜视	HP:0020046
骨髓细胞形态学异常	HP:0020047
骨髓祖B细胞计数减少	HP:0020048
外斜视	HP:0020049
抗粒细胞-巨噬细胞集落刺激因子抗体阳性	HP:0020050
红细胞生理异常	HP:0020054
红细胞计数异常	HP:0020058
红细胞计数增高	HP:0020059
红细胞计数减低	HP:0020060
血红蛋白浓度异常	HP:0020061
血红蛋白浓度减低	HP:0020062
血红蛋白浓度增高	HP:0020063
嗜酸性粒细胞计数异常	HP:0020064
病毒血症	HP:0020071
持续性EBV病毒血症	HP:0020072
低色素斑点	HP:0020073
结晶尿	HP:0020074
亮氨酸结晶尿	HP:0020075
腕关节腱鞘囊肿	HP:0020076
肉碱尿	HP:0020077
丙氨酸尿	HP:0020078
β-丙氨酸尿	HP:0020079
红细胞包涵体	HP:0020080
帕彭海默小体	HP:0020081
海因小体	HP:0020082
疖	HP:0020083
痈	HP:0020084
活疫苗接种后感染	HP:0020085
接种卡介苗后局部或周边感染	HP:0020086
接种卡介苗后远处或播散性感染	HP:0020087
接种麻疹减毒活疫苗后感染	HP:0020088
接种风疹减毒活疫苗后感染	HP:0020089
接种脊髓灰质炎减毒活疫苗后感染	HP:0020090
接种轮状病毒减毒活疫苗后感染	HP:0020091
复发性深部器官脓肿形成	HP:0020093
超期静脉注射抗生素治疗	HP:0020095
复发性链球菌感染	HP:0020096
包埋性细菌感染	HP:0020097
疱疹性脑炎	HP:0020098
重度诺如病毒感染	HP:0020099
异常真菌感染	HP:0020100
侵袭性真菌感染	HP:0020101
肺孢子菌肺炎	HP:0020102
侵袭性肺曲霉菌病	HP:0020103
非寻常原生动物感染	HP:0020104
重度弓形虫感染	HP:0020105
重度贾第虫感染	HP:0020106
非寻常蠕虫感染	HP:0020107
非寻常寄生虫感染	HP:0020108
骨折	HP:0020110
CD4+CD25+调节性T细胞比例异常	HP:0020111
CD4+CD25+调节性T细胞比例增高	HP:0020112
CD4+CD25+调节性T细胞比例降低	HP:0020113
持续性人乳头瘤病毒感染	HP:0020114
真皮表皮交界处半小体发育不良	HP:0020117
桡动脉未发育	HP:0020118
视网膜神经纤维层形态异常	HP:0020119
视网膜神经纤维水肿	HP:0020120
通过辅助生殖技术受孕	HP:0020121
咬痕细胞	HP:0020122
鼓膜硬化症	HP:0020123
自发性结膜滤过泡	HP:0020125
前列腺肿块	HP:0020126
关节周围软组织肿块	HP:0020127
嗅束不发育	HP:0020128
尿蛋白水平异常	HP:0020129
尿中性粒细胞明胶酶相关脂质运载蛋白升高	HP:0020130
肾小管基底膜形态异常	HP:0020131
肾小管基底膜增厚	HP:0020132
足突细胞肥大	HP:0020133
尿中性粒细胞计数升高	HP:0020134
肌纤维瘤病	HP:0020135
抗心磷脂IgG抗体阳性	HP:0020136
抗心磷脂IgM抗体阳性	HP:0020137
近期动物咬伤史	HP:0020138
近期昆虫叮咬史	HP:0020139
近期蜱虫叮咬史	HP:0020140
腿部血压明显高于手臂	HP:0020141
手臂血压明显高于腿部	HP:0020142
气管组织样囊肿	HP:0020143
磷酸钙结晶尿	HP:0020144
草酸钙结晶尿	HP:0020145
碳酸钙结晶尿	HP:0020146
2-甲基丁酰甘氨酸尿症	HP:0020147
血液二十碳三烯酸水平升高	HP:0020148
血液琥珀酸盐升高	HP:0020149
尿调节蛋白升高	HP:0020150
抗双链DNA 抗体阳性	HP:0020151
远端关节松弛	HP:0020152
血液(1-3)-β-葡聚糖检测阳性	HP:0020153
黑头粉刺样痣	HP:0020154
卵细胞形态异常	HP:0020155
透明带形态异常	HP:0020156
透明带变薄	HP:0020157
血液肾上腺酸浓度升高	HP:0020158
促性腺激素释放激素刺激应答减弱	HP:0020159
GM1-神经节苷脂累积	HP:0020160
视网膜动脉分支闭塞	HP:0020161
睫状体视网膜动脉阻塞	HP:0020163
眼动脉阻塞	HP:0020164
视网膜分支静脉阻塞	HP:0020165
视网膜中央静脉阻塞	HP:0020166
视网膜分支静脉阻塞（半视网膜）	HP:0020167
